t,accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,label,dt,dt_seconds,session_break,session_id
0 days 00:16:37.338720972,0.36500000000000005,9.764999,-2.08499995,0.03,-0.28,0.059999998500000006,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.358720972,0.16,9.849999,-1.9799999,0.0,-0.21,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.378720972,0.369999995,9.889999,-1.9349998999999998,0.0,-0.135,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.398720972,0.57999999,9.929998999999999,-1.8899998999999998,0.0,-0.06,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.418720972,0.929999995,9.9149995,-1.83999995,0.0,0.02500000000000001,0.055,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.438720972,1.28,9.9,-1.79,0.0,0.11,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.458720972,1.28,9.9,-1.79,0.07,0.25,-0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.478720972,1.3250000000000002,9.879999999999999,-1.78,0.07,0.25,-0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.498720972,1.37,9.86,-1.77,0.07,0.25,-0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.518720972,1.43,9.83,-1.78,0.07,0.25,-0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.538720972,1.3199999,9.94,-1.6400000000000001,0.06,0.22,-0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.558720972,1.36999995,9.9149995,-1.6099999500000002,0.06,0.22,-0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.578720972,1.42,9.889999,-1.5799999,0.06,0.22,-0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.598720972,1.4100000000000001,9.8,-1.6600000000000001,0.089999996,0.13,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.618720972,1.3199999,9.7699995,-1.75,0.089999996,0.13,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.638720972,1.3199999,9.7699995,-1.75,0.08,0.049999997000000004,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.658720972,1.3249999,9.799999750000001,-1.74,0.06,0.0149999985,0.055,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.678720972,1.3299999,9.83,-1.73,0.04,-0.02,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.698720972,1.27,9.96,-1.5999998999999998,0.04,-0.02,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.718720972,1.1999999,10.04,-1.5699999,0.049999997000000004,-0.06,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.738720972,1.13,9.99,-1.62,0.049999997000000004,-0.06,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.758720972,1.13,9.99,-1.62,0.08,-0.06,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.778720972,1.095,9.945,-1.685,0.08,-0.05749999925,0.0175,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.798720972,1.06,9.9,-1.75,0.08,-0.0549999985,0.015,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.818720972,1.0525,9.84,-1.779999975,0.07500000000000001,-0.042499999249999997,0.0075,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.838720972,1.045,9.780000000000001,-1.80999995,0.07,-0.03,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.858720972,1.007499985,9.82,-1.8299999249999999,0.05500000000000001,-0.02,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.878720972,0.96999997,9.86,-1.8499998999999998,0.04,-0.01,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.898720972,0.88,9.88,-1.8499998999999998,0.01,0.04,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.918720972,0.88,9.88,-1.8499998999999998,0.0,0.07,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.938720972,0.79999995,9.78,-1.9100000000000001,0.0,0.07,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.958720972,0.79999995,9.78,-1.9100000000000001,-0.01,0.09999999400000001,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.978720972,0.85499996,9.8,-1.86499995,-0.034999999999999996,0.109999997,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.998720972,0.90999997,9.82,-1.8199999,-0.06,0.12,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.018720972,1.06,9.8,-1.78,-0.06,0.14,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.038720972,1.06,9.98,-1.75,-0.06,0.14,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.058720972,1.06,9.98,-1.75,-0.02,0.08,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.078720972,1.4499999,9.99,-1.6600000000000001,-0.02,0.08,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.098720972,1.47499995,9.995000000000001,-1.6400000000000001,-0.015,0.06,0.0549999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.118720972,1.5,10.0,-1.62,-0.01,0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.138720972,1.4799999499999998,9.915,-1.66999995,-0.005,0.010000000000000002,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.158720972,1.4599999,9.83,-1.7199999,0.0,-0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.178720972,1.13,9.65,-1.9399999,0.07,-0.07,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.198720972,1.0799999,9.679999,-1.9799999,0.07,-0.09999999400000001,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.218720972,1.1049999499999998,9.7999995,-1.9249999500000001,0.05,-0.114999997,0.074999998,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.238720972,1.13,9.92,-1.87,0.03,-0.13,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.258720972,0.96,10.07,-1.6400000000000001,0.03,-0.13,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.278720972,0.81,9.96,-1.5999998999999998,0.0,-0.13,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.298720972,0.81,9.96,-1.5999998999999998,0.04,-0.09999999400000001,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.318720972,0.88,9.679999,-1.92,0.12,0.04,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.338720972,1.0799999,9.71,-1.9499999,0.12,0.04,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.358720972,1.0799999,9.71,-1.9499999,0.049999997000000004,0.14999999,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.378720972,1.11999995,9.745000000000001,-1.84499995,0.049999997000000004,0.14999999,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.398720972,1.16,9.78,-1.74,0.049999997000000004,0.14999999,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.418720972,1.3199999,9.889999,-1.63,0.0,0.14999999,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.438720972,1.6800000000000002,9.83,-1.67,0.02,0.14,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.458720972,2.01,9.83,-1.6600000000000001,0.02,0.14,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.478720972,2.01,9.83,-1.6600000000000001,0.025,0.08000000000000002,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.498720972,2.01,9.83,-1.6600000000000001,0.03,0.02,0.08,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.518720972,1.6800000000000002,9.7699995,-1.8199999,0.03,0.02,0.08,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.538720972,1.6800000000000002,9.7699995,-1.8199999,0.02,-0.11,0.11,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.558720972,1.4399999,9.87,-1.7099999000000001,-0.01,-0.21,0.13,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.578720972,1.3874999250000002,9.884999749999999,-1.7124999,-0.005,-0.24749999,0.135,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.598720972,1.33499995,9.8999995,-1.7149999,0.0,-0.28499998000000004,0.14,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.618720972,1.092499955,9.89499925,-1.81749995,0.005,-0.29249998,0.14,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.638720972,0.84999996,9.889999,-1.92,0.01,-0.29999998,0.14,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.658720972,0.59999996,9.91,-1.9599999,0.02,-0.28,0.12,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.678720972,0.55999997,9.90499975,-1.9674999249999998,0.0325,-0.24250000000000002,0.1049999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.698720972,0.51999998,9.8999995,-1.97499995,0.045,-0.20500000000000002,0.089999997,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.718720972,0.42999999,9.84499975,-2.027499975,0.0575,-0.1225,0.0599999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.738720972,0.34,9.79,-2.08,0.07,-0.04,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.758720972,0.5,9.809999,-2.07,0.07,-0.04,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.778720972,0.5,9.809999,-2.07,0.06,0.08,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.798720972,0.58,9.809999,-2.02,0.03,0.17,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.818720972,0.79999995,9.83,-1.87,0.01,0.22,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.838720972,0.859999955,9.885,-1.82,0.015,0.22,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.858720972,0.9199999600000001,9.94,-1.77,0.02,0.22,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.878720972,1.02,10.099999,-1.6099999999999999,0.02,0.22,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.898720972,1.1274999749999999,10.04499925,-1.595,0.039999999999999994,0.295,-0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.918720972,1.23499995,9.9899995,-1.58,0.06,0.37,-0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.938720972,1.5124999749999999,9.98499975,-1.55,0.0549999985,0.36,-0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.958720972,1.79,9.98,-1.52,0.049999997000000004,0.35000000000000003,-0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.978720972,2.0,9.66,-1.5799999,0.08,0.28,-0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:38.998720972,1.965,9.7,-1.6049999499999998,0.0649999985,0.214999995,-0.025,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.018720972,1.9300000000000002,9.74,-1.63,0.049999997000000004,0.14999999,-0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.038720972,1.65,9.75,-1.6600000000000001,0.04,0.08,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.058720972,1.5699999999999998,9.83,-1.62999995,0.02,0.035,0.015,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.078720972,1.49,9.91,-1.5999998999999998,0.0,-0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.098720972,1.49,9.87,-1.6099999999999999,-0.02,-0.06,0.08,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.118720972,1.42,9.92,-1.67,-0.03,-0.11,0.11,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.138720972,1.42,9.92,-1.67,-0.03,-0.12,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.158720972,1.30499995,9.9,-1.67999995,-0.03,-0.12,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.178720972,1.1899999,9.88,-1.6899999,-0.03,-0.12,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.198720972,1.1899999,9.88,-1.6899999,-0.03,-0.11,0.08,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.218720972,1.1400000000000001,9.86,-1.65,-0.02,-0.09999999400000001,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.238720972,1.1250000000000002,9.879999999999999,-1.655,-0.015,-0.089999997,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.258720972,1.11,9.9,-1.6600000000000001,-0.01,-0.08,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.278720972,1.17,9.87,-1.6600000000000001,0.0,-0.06,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.298720972,1.15,9.91,-1.67,0.0,-0.06,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.318720972,1.15,9.91,-1.67,0.02,-0.06,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.338720972,1.2149999999999999,9.895000000000001,-1.66,0.025,-0.045,0.045,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.358720972,1.28,9.88,-1.65,0.03,-0.03,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.378720972,1.4100000000000001,9.83,-1.67,0.04,-0.03,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.398720972,1.3399999,9.8,-1.6800000000000002,0.049999997000000004,-0.049999997000000004,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.418720972,1.3599999999999999,9.84,-1.6400000000000001,0.03,-0.07,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.438720972,1.3599999999999999,9.84,-1.6400000000000001,0.035,-0.079999998,0.035,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.458720972,1.3599999999999999,9.84,-1.6400000000000001,0.04,-0.089999996,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.478720972,1.3299999,9.88,-1.65,0.04,-0.089999996,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.498720972,1.3299999,9.88,-1.65,0.04,-0.09999999400000001,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.518720972,1.3299999,9.849999,-1.7099999000000001,0.04,-0.13,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.538720972,1.3199999,9.8,-1.75,0.03,-0.13,0.08,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.558720972,1.3199999,9.8,-1.75,0.025,-0.135,0.084999998,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.578720972,1.3199999,9.8,-1.75,0.02,-0.14,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.598720972,1.28,9.88,-1.6099999999999999,0.02,-0.14,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.618720972,1.28,9.88,-1.6099999999999999,0.0,-0.14999999,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.638720972,1.2850000000000001,9.91,-1.6199999999999999,0.0,-0.14999999,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.658720972,1.29,9.94,-1.63,0.0,-0.14999999,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.678720972,1.3,10.0,-1.67,0.02,-0.14999999,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.698720972,1.2325,9.93,-1.697499975,0.04499999824999999,-0.142499995,0.07250000000000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.718720972,1.165,9.86,-1.72499995,0.0699999965,-0.135,0.07500000000000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.738720972,1.1,9.78,-1.76,0.07,-0.13,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.758720972,1.0699999,9.78,-1.8,0.07,-0.13,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.778720972,1.0699999,9.805,-1.8,0.059999998500000006,-0.125,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.798720972,1.0699999,9.83,-1.8,0.049999997000000004,-0.12,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.818720972,1.06,9.92,-1.77,0.03,-0.11,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.838720972,1.13,9.8,-1.8299999,0.03,-0.11,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.858720972,1.13,9.8,-1.8299999,0.06,-0.06,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.878720972,1.13,9.84,-1.8299999,0.06,-0.06,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.898720972,1.13,9.88,-1.8299999,0.06,-0.06,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.918720972,1.13,9.92,-1.81,0.049999997000000004,-0.07,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.938720972,1.16,9.92,-1.74,0.049999997000000004,-0.07,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.958720972,1.16,9.92,-1.74,0.04,-0.03,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.978720972,1.19,9.89,-1.755,0.035,-0.035,0.025,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:39.998720972,1.22,9.86,-1.77,0.03,-0.04,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.018720972,1.0699999,9.78,-1.8599999999999999,0.01,-0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.038720972,0.97999996,9.76,-1.8399999,0.01,-0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.058720972,1.0,9.82,-1.76,-0.01,-0.06,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.078720972,1.02,9.865,-1.745,-0.01,-0.0549999985,0.0549999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.098720972,1.04,9.91,-1.73,-0.01,-0.049999997000000004,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.118720972,1.065,9.915,-1.77999995,0.0,-0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.138720972,1.1124999999999998,9.8624995,-1.839999975,0.01,-0.025,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.158720972,1.16,9.809999,-1.9,0.02,-0.02,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.178720972,1.1,9.62,-1.99,0.02,-0.02,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.198720972,1.04,9.82,-1.92,-0.01,-0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.218720972,1.04,9.82,-1.92,-0.02,-0.01,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.238720972,1.065,9.965,-1.855,-0.02,-0.01,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.258720972,1.09,10.11,-1.79,-0.02,-0.01,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.278720972,1.09,10.11,-1.79,0.02,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.298720972,1.05,10.25,-1.77,0.13,0.06,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.318720972,1.17,10.389999,-1.5899999,0.22999999000000002,0.11,-0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.338720972,1.4699999,10.66,-1.18,0.32,0.17,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.358720972,1.5299999,10.370000000000001,-1.395,0.32,0.17,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.378720972,1.5899999,10.08,-1.6099999999999999,0.32,0.17,-0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.398720972,1.5899999,10.08,-1.6099999999999999,0.63,0.24,-0.24,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.418720972,1.11,9.38,-2.29,0.63,0.24,-0.24,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.438720972,0.72999996,9.42,-2.5,0.48,0.17,-0.26999998000000003,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.458720972,0.72999996,9.42,-2.5,0.38999998999999996,0.15500000000000003,-0.24999998500000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.478720972,0.72999996,9.42,-2.5,0.29999998,0.14,-0.22999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.498720972,0.63,9.8,-1.87,0.29999998,0.14,-0.22999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.518720972,0.63,9.8,-1.87,0.17,0.26,-0.22999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.538720972,0.88,9.95,-1.9399999,0.17,0.26,-0.22999999000000002,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.558720972,1.095,9.925,-1.9349999500000001,0.15500000000000003,0.26499999,-0.234999995,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.578720972,1.31,9.9,-1.9300000000000002,0.14,0.26999998000000003,-0.24,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.598720972,1.3599999999999999,9.849999,-1.8299999,0.06,0.19999999000000002,-0.24,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.618720972,1.3599999999999999,9.849999,-1.8299999,-0.02,0.19,-0.22,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.638720972,0.97,9.624999500000001,-1.8799999500000002,-0.02,0.19,-0.22,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.658720972,0.58,9.4,-1.9300000000000002,-0.02,0.19,-0.22,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.678720972,0.58,9.4,-1.9300000000000002,-0.25,0.14999999,-0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.698720972,-1.2099999,9.2699995,-2.86,-0.25,0.14999999,-0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.718720972,-1.2099999,9.2699995,-2.86,-0.235,0.194999995,-0.054999998,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.738720972,-1.2099999,9.2699995,-2.86,-0.22,0.24,-0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.758720972,-1.3399999,9.559999,-3.34,-0.17,0.5,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.778720972,-0.8599999500000001,10.07,-2.8999999,-0.25,0.74,-0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.798720972,-0.8099999750000001,10.175,-2.61499995,-0.272499995,0.90499999,-0.0675,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:40.818720972,-0.76,10.28,-2.33,-0.29499999,1.06999998,-0.125,STANDING,0 days 00:00:00.020000,0.02,False,1
