t,accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,label,dt,dt_seconds,session_break,session_id
0 days 00:16:33.478720972,1.25,9.99,-1.62,0.01,0.049999997000000004,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.498720972,1.25,9.99,-1.62,0.049999997000000004,0.02,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.518720972,1.245,9.969999999999999,-1.615,0.049999997000000004,0.02,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.538720972,1.24,9.95,-1.6099999999999999,0.049999997000000004,0.02,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.558720972,1.18,9.87,-1.65,0.06,0.0,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.578720972,1.06,9.75,-1.77,0.07,0.0,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.598720972,1.06,9.75,-1.77,0.04,-0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.618720972,1.03,9.74,-1.8299999,0.02,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.638720972,1.065,9.76,-1.80999995,0.02,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.658720972,1.1,9.78,-1.79,0.02,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.678720972,1.24,9.88,-1.74,0.01,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.698720972,1.29,9.91,-1.74,0.02,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.718720972,1.2850000000000001,9.89,-1.745,0.02,0.0,0.035,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.738720972,1.28,9.87,-1.75,0.02,0.0,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.758720972,1.2650000000000001,9.8599995,-1.76,0.03,-0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.778720972,1.2425,9.85499925,-1.745,0.03,-0.019999999999999997,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.798720972,1.22,9.849999,-1.73,0.03,-0.03,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.818720972,1.1999999,9.84,-1.7099999000000001,0.03,-0.049999997000000004,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.838720972,1.17999995,9.835,-1.6999999000000001,0.03,-0.049999997000000004,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.858720972,1.16,9.83,-1.6899999,0.03,-0.049999997000000004,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.878720972,1.18,9.84,-1.73,0.03,-0.06,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.898720972,1.15,9.849999,-1.73,0.02,-0.06,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.918720972,1.15,9.849999,-1.73,0.015,-0.065,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.938720972,1.15,9.849999,-1.73,0.01,-0.07,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.958720972,1.1749999999999998,9.8799995,-1.7349999500000002,0.015,-0.07,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.978720972,1.1924999499999998,9.85999975,-1.737499975,0.0175,-0.07500000000000001,0.042499999249999997,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:33.998720972,1.2099999,9.84,-1.74,0.02,-0.08,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.018720972,1.17,9.87,-1.73,0.02,-0.08,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.038720972,1.1724999999999999,9.87499975,-1.73,0.025,-0.07500000000000001,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.058720972,1.1749999999999998,9.8799995,-1.73,0.03,-0.07,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.078720972,1.1524999999999999,9.86999975,-1.73,0.045,-0.05500000000000001,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.098720972,1.13,9.86,-1.73,0.06,-0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.118720972,1.1400000000000001,9.84,-1.77,0.07,-0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.138720972,1.0699999,9.86,-1.73,0.07,-0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.158720972,1.0699999,9.86,-1.73,0.03,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.178720972,1.09,9.82,-1.74,0.03,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.198720972,1.0399999750000002,9.850000000000001,-1.7299999499999998,0.02,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.218720972,0.9899999500000001,9.88,-1.7199999,0.01,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.238720972,1.0799999,9.82,-1.76,0.02,-0.01,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.258720972,1.05499995,9.8949995,-1.7299999499999998,0.015,-0.0075,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.278720972,1.03,9.969999,-1.6999999,0.01,-0.005,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.298720972,1.02,9.9399995,-1.68999995,0.015,-0.0025,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.318720972,1.01,9.91,-1.6800000000000002,0.02,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.338720972,1.01,9.91,-1.6800000000000002,0.049999997000000004,0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.358720972,0.96999997,9.87,-1.76,0.06,0.07,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.378720972,0.9500000000000001,9.83,-1.81,0.04,0.08,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.398720972,0.9500000000000001,9.83,-1.81,0.035,0.1,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.418720972,0.9500000000000001,9.83,-1.81,0.03,0.12,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.438720972,0.9450000000000001,9.8649995,-1.6849999500000001,0.03,0.14,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.458720972,1.0474999999999999,9.88749975,-1.6824999750000003,0.0325,0.15250000000000002,0.0175,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.478720972,1.15,9.91,-1.6800000000000002,0.035,0.165,0.015,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.498720972,1.185,9.89,-1.675,0.037500000000000006,0.157499995,0.0175,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.518720972,1.22,9.87,-1.67,0.04,0.14999999,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.538720972,1.28,9.849999,-1.6800000000000002,0.03,0.14,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.558720972,1.28,9.849999,-1.6800000000000002,0.01,0.11,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.578720972,1.3,9.79,-1.7199999,0.0,0.07,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.598720972,1.24,9.84,-1.67,0.0,0.07,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.618720972,1.205,9.854999999999999,-1.64,-0.005,0.05,0.035,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.638720972,1.17,9.87,-1.6099999999999999,-0.01,0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.658720972,1.18,9.91,-1.6400000000000001,0.0,0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.678720972,1.1400000000000001,9.98,-1.6099999999999999,0.0,0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.698720972,1.1400000000000001,9.98,-1.6099999999999999,0.04,0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.718720972,1.2099999,9.92,-1.6400000000000001,0.04,0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.738720972,1.25499995,9.92,-1.6400000000000001,0.0449999985,0.03,0.035,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.758720972,1.3,9.92,-1.6400000000000001,0.049999997000000004,0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.778720972,1.22,9.889999,-1.6899999,0.049999997000000004,0.0,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.798720972,1.155,9.869999,-1.7149999500000002,0.049999997000000004,-0.01,0.0325,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.818720972,1.09,9.849999,-1.74,0.049999997000000004,-0.02,0.035,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.838720972,1.125,9.8249995,-1.745,0.049999997000000004,-0.03,0.037500000000000006,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.858720972,1.16,9.8,-1.75,0.049999997000000004,-0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.878720972,1.16,9.8,-1.75,0.03,-0.049999997000000004,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.898720972,1.0699999,9.889999,-1.7099999000000001,0.03,-0.049999997000000004,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.918720972,1.029999925,9.8849995,-1.7149999,0.025,-0.0449999985,0.0549999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.938720972,0.9899999500000001,9.88,-1.7199999,0.02,-0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.958720972,0.97999996,9.87,-1.74,0.03,-0.02,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.978720972,1.04,9.88,-1.74,0.03,-0.02,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:34.998720972,1.04,9.88,-1.74,0.03,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.018720972,1.07,9.877500000000001,-1.7149999500000002,0.0175,0.0,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.038720972,1.1,9.875,-1.6899999,0.005,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.058720972,1.115,9.877500000000001,-1.6999999000000001,0.0125,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.078720972,1.13,9.88,-1.7099999000000001,0.02,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.098720972,1.15,9.88,-1.6999999,0.02,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.118720972,1.15,9.88,-1.6999999,0.015,-0.01,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.138720972,1.15,9.88,-1.6999999,0.01,-0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.158720972,1.17,9.889999,-1.7199999,0.01,-0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.178720972,1.16,9.88,-1.7199999,0.02,-0.02,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.198720972,1.15,9.86,-1.7199999,0.02,-0.03,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.218720972,1.1400000000000001,9.86,-1.77,0.02,-0.03,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.238720972,1.1400000000000001,9.86,-1.77,0.01,-0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.258720972,1.1,9.88,-1.74,0.01,-0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.278720972,1.115,9.875,-1.7149999500000002,0.005,-0.025,0.035,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.298720972,1.13,9.87,-1.6899999,0.0,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.318720972,1.17,9.889999,-1.6899999,0.0,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.338720972,1.17,9.889999,-1.6899999,0.01,-0.02,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.358720972,1.1400000000000001,9.87,-1.6800000000000002,0.01,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.378720972,1.145,9.8799995,-1.6800000000000002,0.0175,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.398720972,1.15,9.889999,-1.6800000000000002,0.025,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.418720972,1.15,9.8799995,-1.6949999500000001,0.0325,-0.03,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.438720972,1.15,9.87,-1.7099999000000001,0.04,-0.04,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.458720972,1.12,9.84,-1.6800000000000002,0.04,-0.04,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.478720972,1.11,9.85,-1.6849999500000001,0.04,-0.04,0.0399999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.498720972,1.1,9.86,-1.6899999,0.04,-0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.518720972,1.09,9.86,-1.6999999,0.04,-0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.538720972,1.09,9.86,-1.6999999,0.04,-0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.558720972,1.12,9.83,-1.67,0.04,-0.03,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.578720972,1.15,9.809999,-1.7199999,0.04,-0.03,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.598720972,1.15,9.809999,-1.7199999,0.02,-0.02,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.618720972,1.1400000000000001,9.88,-1.63,-0.01,-0.03,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.638720972,0.96,9.96,-1.48,-0.01,-0.03,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.658720972,1.05,9.889999,-1.25,-0.01,-0.03,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.678720972,1.05,9.889999,-1.25,-0.01,-0.009999999999999998,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.698720972,1.05,9.889999,-1.25,-0.01,0.01,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.718720972,1.25,9.79,-1.48,-0.03,0.06,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.738720972,1.4100000000000001,9.8,-1.6099999999999999,-0.08,0.049999997000000004,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.758720972,1.4100000000000001,9.8,-1.56,-0.12,0.0,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.778720972,1.4100000000000001,9.8,-1.56,-0.13,-0.03,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.798720972,1.3900000000000001,9.92,-1.37,-0.13,-0.03,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.818720972,1.445,9.92,-1.365,-0.095,-0.025,0.079999997,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.838720972,1.5,9.92,-1.3599999999999999,-0.06,-0.02,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.858720972,1.4,9.929999,-1.35,-0.04,-0.01,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.878720972,1.35,9.9049995,-1.39499995,-0.02,-0.005,0.10499999700000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.898720972,1.3,9.88,-1.4399999,0.0,0.0,0.11,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.918720972,1.28,9.86,-1.48,0.02,0.02,0.12,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.938720972,1.37,9.99,-1.38,0.02,0.02,0.12,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.958720972,1.37,9.99,-1.38,0.0,0.049999997000000004,0.11,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.978720972,1.3775,10.004999999999999,-1.3474999749999998,0.0,0.042499998500000004,0.10250000000000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:35.998720972,1.385,10.02,-1.31499995,0.0,0.035,0.095,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.018720972,1.3725,10.024999999999999,-1.287499975,0.01,0.027500000000000004,0.0675,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.038720972,1.3599999999999999,10.03,-1.26,0.02,0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.058720972,1.26,9.99,-1.31,0.02,0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.078720972,1.26,9.99,-1.31,0.049999997000000004,0.0,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.098720972,1.15,9.889999,-1.3900000000000001,0.049999997000000004,0.0,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.118720972,1.15,9.889999,-1.3900000000000001,0.0549999985,0.005,0.025,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.138720972,1.15,9.889999,-1.3900000000000001,0.06,0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.158720972,1.1999999,9.889999,-1.4,0.07,0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.178720972,1.1899999,9.94,-1.35,0.07,0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.198720972,1.1899999,9.94,-1.35,0.08,0.06,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.218720972,1.21999995,9.985,-1.315,0.08,0.06,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.238720972,1.25,10.03,-1.28,0.08,0.06,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.258720972,1.25,10.08,-1.26,0.089999996,0.06,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.278720972,1.26,9.849999,-1.3599999999999999,0.14999999,0.08,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.298720972,1.35,9.95,-1.28,0.13,0.06,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.318720972,1.35,9.95,-1.28,0.135,0.045,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.338720972,1.35,9.95,-1.28,0.14,0.03,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.358720972,1.8199999,9.88,-1.11,0.14,0.03,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.378720972,1.8199999,9.88,-1.11,0.14999999,0.01,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.398720972,1.49,9.69,-1.56,0.08,-0.03,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.418720972,1.16,9.61,-1.7199999,0.08,-0.03,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.438720972,1.16,9.61,-1.7199999,-0.015,-0.05,0.044999998,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.458720972,1.16,9.61,-1.7199999,-0.11,-0.07,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.478720972,0.9899999500000001,9.809999,-1.3299999,-0.11,-0.07,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.498720972,0.9899999500000001,9.809999,-1.3299999,-0.14999999,-0.08,0.16,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.518720972,1.099999925,9.939999499999999,-1.2649998999999998,-0.114999995,-0.0649999985,0.175,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.538720972,1.2099999,10.07,-1.1999999,-0.08,-0.049999997000000004,0.19,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.558720972,1.2099999,10.07,-1.1999999,0.0,-0.02,0.16,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.578720972,1.77,10.07,-1.4699999,0.03,-0.049999997000000004,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.598720972,1.6600000000000001,10.115,-1.48499995,0.05,-0.07499999550000001,0.06999999700000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.618720972,1.55,10.16,-1.5,0.07,-0.09999999400000001,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.638720972,1.2099999,10.05,-1.4599999,0.09999999400000001,-0.11,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.658720972,1.1899999,9.809999,-1.4100000000000001,0.09999999400000001,-0.11,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.678720972,1.1899999,9.809999,-1.4100000000000001,0.12,-0.07,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.698720972,1.4599999,9.7699995,-1.56,0.12,-0.049999997000000004,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.718720972,1.5799999,9.78,-1.63,0.089999996,-0.09999999400000001,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.738720972,1.5799999,9.78,-1.63,0.03,-0.19,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.758720972,1.56499995,9.754999999999999,-1.6199999999999999,0.03,-0.19,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.778720972,1.55,9.73,-1.6099999999999999,0.03,-0.19,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.798720972,1.42,9.71,-1.63,-0.03,-0.26999998000000003,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.818720972,1.38,9.76,-1.67,-0.03,-0.26999998000000003,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.838720972,1.3599999999999999,9.84,-1.6899999,-0.02,-0.29,0.13,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.858720972,1.3599999999999999,9.84,-1.6899999,0.0,-0.29,0.13,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.878720972,1.3599999999999999,9.86,-1.6949999,0.0025,-0.2875,0.1275,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.898720972,1.3599999999999999,9.88,-1.6999999,0.005,-0.28500000000000003,0.125,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.918720972,1.31,9.95,-1.6999999,0.07,-0.24,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.938720972,1.1999999,9.809999,-1.74,0.07,-0.24,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.958720972,1.11,9.8,-1.75,0.089999996,-0.19999999000000002,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.978720972,1.11,9.8,-1.75,0.089999996,-0.18499999500000003,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:36.998720972,1.11,9.8,-1.75,0.089999996,-0.17,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.018720972,1.18,9.889999,-1.79,0.089999996,-0.17,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.038720972,1.31,9.84,-1.87,0.11,-0.12,0.08,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.058720972,0.88,9.76,-1.76,0.09999999400000001,-0.08,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.078720972,1.0,9.870000000000001,-1.6049999499999998,0.0749999955,-0.035,0.0399999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.098720972,1.12,9.98,-1.4499999,0.049999997000000004,0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.118720972,1.12,9.98,-1.4499999,0.04,0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.138720972,1.74,10.0,-1.42,0.04,0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.158720972,1.74,10.0,-1.42,0.089999996,-0.09999999400000001,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.178720972,1.6749999999999998,9.865,-1.58,0.089999996,-0.09999999400000001,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.198720972,1.6099999999999999,9.73,-1.74,0.089999996,-0.09999999400000001,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.218720972,1.27,9.74,-1.6800000000000002,0.08,-0.22,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.238720972,1.18,9.92,-1.5699999,0.02,-0.32999998,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.258720972,1.18,9.92,-1.5699999,0.03,-0.37,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.278720972,1.172499975,9.88749975,-1.7149999249999999,0.05,-0.375,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.298720972,1.1649999500000001,9.8549995,-1.85999995,0.07,-0.38,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:16:37.318720972,0.5700000000000001,9.679999,-2.19,0.06,-0.35000000000000003,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
