accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,timestamp,timestampNanos,label
-4.2,6.48,5.12,-0.06,0.0,0.03,1767182186852,224832452281131,STANDING
-4.2,6.48,5.12,-0.06,0.0,0.03,1767182186852,224832452281131,STANDING
-3.54,4.5499997,5.96,-0.089999996,-0.01,0.089999996,1767182186879,224832482358527,STANDING
-3.54,4.5499997,5.96,-0.089999996,-0.01,0.089999996,1767182186879,224832482358527,STANDING
-4.0699997,5.52,5.7,-0.11,0.049999997,-0.02,1767182186900,224832502794360,STANDING
-4.0699997,5.52,5.7,-0.11,0.049999997,-0.02,1767182186900,224832502794360,STANDING
-3.6699998,5.3399997,5.2,-0.06,0.08,-0.07,1767182186935,224832533293214,STANDING
-3.6699998,5.3399997,5.2,-0.06,0.08,-0.07,1767182186935,224832533293214,STANDING
-3.9199998,5.24,5.66,-0.07,-0.02,-0.19,1767182186959,224832562103839,STANDING
-3.9199998,5.24,5.66,-0.07,-0.02,-0.19,1767182186959,224832562103839,STANDING
-3.82,4.27,5.8599997,-0.04,-0.049999997,-0.22,1767182186980,224832582869047,STANDING
-3.82,4.27,5.8599997,-0.04,-0.049999997,-0.22,1767182186980,224832582869047,STANDING
-4.93,5.98,5.81,-0.08,0.01,-0.34,1767182187001,224832603635401,STANDING
-4.93,5.98,5.81,-0.08,0.01,-0.34,1767182187001,224832603635401,STANDING
-5.0,9.3,5.6,0.02,-0.02,-0.26999998,1767182187029,224832632253579,STANDING
-5.0,9.3,5.6,0.02,-0.02,-0.26999998,1767182187029,224832632253579,STANDING
-4.64,7.79,5.45,0.02,-0.02,-0.26999998,1767182187054,224832657519776,STANDING
-4.64,7.79,5.45,0.02,-0.02,-0.26999998,1767182187054,224832657519776,STANDING
-3.81,8.3,5.62,-0.04,-0.02,0.089999996,1767182187090,224832692709672,STANDING
-3.81,8.3,5.62,-0.04,-0.02,0.089999996,1767182187090,224832692709672,STANDING
-4.38,8.599999,5.62,-0.01,0.07,0.19999999,1767182187129,224832732578422,STANDING
-4.38,8.599999,5.62,-0.01,0.07,0.19999999,1767182187129,224832732578422,STANDING
-4.27,7.6699996,5.75,-0.01,0.04,0.19,1767182187149,224832752388631,STANDING
-4.27,7.6699996,5.75,-0.01,0.04,0.19,1767182187149,224832752388631,STANDING
-3.9599998,8.62,5.65,-0.01,0.04,0.19,1767182187172,224832772994204,STANDING
-3.9599998,8.62,5.65,-0.01,0.04,0.19,1767182187172,224832772994204,STANDING
-3.6699998,7.91,5.3599997,0.02,-0.02,0.26,1767182187199,224832802329568,STANDING
-3.6699998,7.91,5.3599997,0.02,-0.02,0.26,1767182187199,224832802329568,STANDING
-3.49,6.79,5.89,0.02,0.0,0.26999998,1767182187230,224832832754672,STANDING
-3.49,6.79,5.89,0.02,0.0,0.26999998,1767182187230,224832832754672,STANDING
-3.6599998,7.3999996,5.83,0.0,0.099999994,0.07,1767182187250,224832852914047,STANDING
-3.6599998,7.3999996,5.83,0.0,0.099999994,0.07,1767182187250,224832852914047,STANDING
-3.86,7.79,5.17,0.049999997,0.17999999,0.03,1767182187270,224832872920974,STANDING
-3.86,7.79,5.17,0.049999997,0.17999999,0.03,1767182187270,224832872920974,STANDING
-4.0099998,8.69,5.3199997,0.0,0.14,-0.04,1767182187299,224832902112537,STANDING
-4.0099998,8.69,5.3199997,0.0,0.14,-0.04,1767182187299,224832902112537,STANDING
-4.08,7.43,5.72,-0.049999997,0.04,-0.04,1767182187321,224832922699360,STANDING
-4.08,7.43,5.72,-0.049999997,0.04,-0.04,1767182187321,224832922699360,STANDING
-4.2,7.16,5.5699997,-0.03,-0.01,0.01,1767182187344,224832942109256,STANDING
-4.2,7.16,5.5699997,-0.03,-0.01,0.01,1767182187344,224832942109256,STANDING
-3.9099998,7.25,5.64,0.0,-0.049999997,0.04,1767182187369,224832972137329,STANDING
-3.9099998,7.25,5.64,0.0,-0.049999997,0.04,1767182187369,224832972137329,STANDING
-3.8799999,6.95,5.48,0.02,-0.02,0.02,1767182187392,224832994453683,STANDING
-3.8799999,6.95,5.48,0.02,-0.02,0.02,1767182187392,224832994453683,STANDING
-4.06,6.48,5.5699997,0.01,-0.03,-0.01,1767182187413,224833014916651,STANDING
-4.06,6.48,5.5699997,0.01,-0.03,-0.01,1767182187413,224833014916651,STANDING
-4.3399997,5.0,5.75,0.03,-0.08,0.01,1767182187450,224833052223110,STANDING
-4.3399997,5.0,5.75,0.03,-0.08,0.01,1767182187450,224833052223110,STANDING
-4.24,7.62,5.2799997,0.089999996,0.04,-0.17999999,1767182187472,224833073274047,STANDING
-4.24,7.62,5.2799997,0.089999996,0.04,-0.17999999,1767182187472,224833073274047,STANDING
-3.83,10.7699995,5.48,0.089999996,0.04,-0.17999999,1767182187495,224833092169568,STANDING
-3.83,10.7699995,5.48,0.089999996,0.04,-0.17999999,1767182187495,224833092169568,STANDING
-4.17,7.3399997,5.39,0.17,-0.11,0.03,1767182187520,224833122774620,STANDING
-4.17,7.3399997,5.39,0.17,-0.11,0.03,1767182187520,224833122774620,STANDING
-4.0699997,7.27,5.4,0.0,0.0,0.07,1767182187542,224833142154724,STANDING
-4.0699997,7.27,5.4,0.0,0.0,0.07,1767182187542,224833142154724,STANDING
-3.99,7.12,5.5099998,0.0,-0.01,0.07,1767182187569,224833172152433,STANDING
-3.99,7.12,5.5099998,0.0,-0.01,0.07,1767182187569,224833172152433,STANDING
-3.82,7.0899997,5.74,0.0,-0.01,0.07,1767182187591,224833192288058,STANDING
-3.82,7.0899997,5.74,0.0,-0.01,0.07,1767182187591,224833192288058,STANDING
-4.0899997,7.23,5.56,0.02,0.01,0.07,1767182187614,224833212293631,STANDING
-4.0899997,7.23,5.56,0.02,0.01,0.07,1767182187614,224833212293631,STANDING
-3.8799999,7.14,5.37,0.07,0.0,0.04,1767182187650,224833252757329,STANDING
-3.8799999,7.14,5.37,0.07,0.0,0.04,1767182187650,224833252757329,STANDING
-3.8799999,7.14,5.37,0.049999997,-0.01,0.04,1767182187670,224833272480506,STANDING
-3.8799999,7.14,5.37,0.049999997,-0.01,0.04,1767182187670,224833272480506,STANDING
-3.9299998,7.29,5.35,0.049999997,-0.01,0.04,1767182187693,224833293656078,STANDING
-3.9299998,7.29,5.35,0.049999997,-0.01,0.04,1767182187693,224833293656078,STANDING
-3.97,7.31,5.33,0.03,0.0,0.03,1767182187733,224833333533682,STANDING
-3.97,7.31,5.33,0.03,0.0,0.03,1767182187733,224833333533682,STANDING
-4.0899997,7.27,5.38,0.01,0.03,0.01,1767182187763,224833362142119,STANDING
-4.0899997,7.27,5.38,0.01,0.03,0.01,1767182187763,224833362142119,STANDING
-4.0,7.33,5.38,-0.01,0.0,0.04,1767182187790,224833392621441,STANDING
-4.0,7.33,5.38,-0.01,0.0,0.04,1767182187790,224833392621441,STANDING
-3.9399998,7.6099997,5.3599997,0.0,0.0,0.04,1767182187812,224833412938578,STANDING
-3.9399998,7.6099997,5.3599997,0.0,0.0,0.04,1767182187812,224833412938578,STANDING
-4.1,7.44,5.27,0.0,0.0,0.08,1767182187849,224833452401859,STANDING
-4.1,7.44,5.27,0.0,0.0,0.08,1767182187849,224833452401859,STANDING
-4.04,7.5299997,5.21,-0.02,0.01,0.11,1767182187869,224833472079411,STANDING
-4.04,7.5299997,5.21,-0.02,0.01,0.11,1767182187869,224833472079411,STANDING
-3.77,7.3199997,5.23,-0.02,0.01,0.11,1767182187889,224833492253213,STANDING
-3.77,7.3199997,5.23,-0.02,0.01,0.11,1767182187889,224833492253213,STANDING
-3.78,7.06,5.23,-0.08,0.04,0.13,1767182187913,224833512134619,STANDING
-3.78,7.06,5.23,-0.08,0.04,0.13,1767182187913,224833512134619,STANDING
-4.0099998,7.21,5.5299997,-0.04,0.16,0.17,1767182187935,224833536580817,STANDING
-4.0099998,7.21,5.5299997,-0.04,0.16,0.17,1767182187935,224833536580817,STANDING
-3.77,7.2599998,5.27,-0.04,0.14,0.19,1767182187969,224833572345244,STANDING
-3.77,7.2599998,5.27,-0.04,0.14,0.19,1767182187969,224833572345244,STANDING
-3.9199998,7.3599997,5.29,-0.07,0.12,0.16,1767182187989,224833592155349,STANDING
-3.9199998,7.3599997,5.29,-0.07,0.12,0.16,1767182187989,224833592155349,STANDING
-3.86,7.62,4.92,-0.07,0.12,0.16,1767182188010,224833612904776,STANDING
-3.86,7.62,4.92,-0.07,0.12,0.16,1767182188010,224833612904776,STANDING
-4.0699997,7.5499997,5.02,-0.11,0.47,0.28,1767182188031,224833632129932,STANDING
-4.0699997,7.5499997,5.02,-0.11,0.47,0.28,1767182188031,224833632129932,STANDING
-4.17,7.54,5.02,-0.17999999,0.39999998,0.32,1767182188052,224833652819932,STANDING
-4.17,7.54,5.02,-0.17999999,0.39999998,0.32,1767182188052,224833652819932,STANDING
-3.8799999,7.4199996,5.33,-0.24,0.28,0.35,1767182188089,224833692238369,STANDING
-3.8799999,7.4199996,5.33,-0.24,0.28,0.35,1767182188089,224833692238369,STANDING
-3.8799999,7.4199996,5.33,-0.35999998,0.29,0.38,1767182188109,224833712114828,STANDING
-3.8799999,7.4199996,5.33,-0.35999998,0.29,0.38,1767182188109,224833712114828,STANDING
-3.76,7.37,5.2799997,-0.35999998,0.29,0.38,1767182188134,224833732301807,STANDING
-3.76,7.37,5.2799997,-0.35999998,0.29,0.38,1767182188134,224833732301807,STANDING
-4.06,7.44,5.3199997,-0.31,0.42999998,0.37,1767182188159,224833762529776,STANDING
-4.06,7.44,5.3199997,-0.31,0.42999998,0.37,1767182188159,224833762529776,STANDING
-3.6499999,6.67,6.19,-0.34,0.26999998,0.42999998,1767182188193,224833792671390,STANDING
-3.6499999,6.67,6.19,-0.34,0.26999998,0.42999998,1767182188193,224833792671390,STANDING
-3.4199998,7.0099998,5.93,-0.28,0.01,0.39999998,1767182188219,224833822118838,STANDING
-3.4199998,7.0099998,5.93,-0.28,0.01,0.39999998,1767182188219,224833822118838,STANDING
-3.36,7.29,5.91,-0.089999996,0.08,0.29999998,1767182188251,224833852252484,STANDING
-3.36,7.29,5.91,-0.089999996,0.08,0.29999998,1767182188251,224833852252484,STANDING
-3.75,7.8399997,5.52,-0.089999996,0.08,0.29999998,1767182188271,224833872144099,STANDING
-3.75,7.8399997,5.52,-0.089999996,0.08,0.29999998,1767182188271,224833872144099,STANDING
-4.47,7.96,5.49,0.02,0.53,0.19999999,1767182188291,224833892620609,STANDING
-4.47,7.96,5.49,0.02,0.53,0.19999999,1767182188291,224833892620609,STANDING
-4.31,7.96,5.8599997,0.0,0.26999998,0.45999998,1767182188331,224833932202328,STANDING
-4.31,7.96,5.8599997,0.0,0.26999998,0.45999998,1767182188331,224833932202328,STANDING
-3.6399999,8.389999,5.65,0.34,0.52,0.58,1767182188353,224833952535765,STANDING
-3.6399999,8.389999,5.65,0.34,0.52,0.58,1767182188353,224833952535765,STANDING
-3.9399998,8.01,6.0099998,0.42,0.71999997,0.61,1767182188389,224833992435974,STANDING
-3.9399998,8.01,6.0099998,0.42,0.71999997,0.61,1767182188389,224833992435974,STANDING
-3.9399998,8.01,6.0099998,0.88,0.9,0.83,1767182188409,224834012147276,STANDING
-3.9399998,8.01,6.0099998,0.88,0.9,0.83,1767182188409,224834012147276,STANDING
-4.0499997,8.09,5.16,0.88,0.9,0.83,1767182188430,224834033095192,STANDING
-4.0499997,8.09,5.16,0.88,0.9,0.83,1767182188430,224834033095192,STANDING
-3.79,9.0,4.63,1.14,1.03,0.94,1767182188450,224834042475349,STANDING
-3.79,9.0,4.63,1.14,1.03,0.94,1767182188450,224834042475349,STANDING
-3.5,9.469999,4.15,1.52,0.81,1.43,1767182188472,224834073045557,STANDING
-3.5,9.469999,4.15,1.52,0.81,1.43,1767182188472,224834073045557,STANDING
-2.51,9.599999,2.82,1.5,0.63,1.24,1767182188503,224834102283317,STANDING
-2.51,9.599999,2.82,1.5,0.63,1.24,1767182188503,224834102283317,STANDING
-1.64,9.04,2.81,1.5,0.66999996,1.25,1767182188529,224834132351755,STANDING
-1.64,9.04,2.81,1.5,0.66999996,1.25,1767182188529,224834132351755,STANDING
-1.64,9.04,2.81,1.16,0.74,1.24,1767182188550,224834152473161,STANDING
-1.64,9.04,2.81,1.16,0.74,1.24,1767182188550,224834152473161,STANDING
-1.4599999,8.599999,2.33,0.95,0.93,1.35,1767182188570,224834172649099,STANDING
-1.4599999,8.599999,2.33,0.95,0.93,1.35,1767182188570,224834172649099,STANDING
-0.89,8.59,2.12,0.84,0.94,1.56,1767182188599,224834202458942,STANDING
-0.89,8.59,2.12,0.84,0.94,1.56,1767182188599,224834202458942,STANDING
-0.87,8.49,2.5,0.78,0.96999997,1.5999999,1767182188629,224834232127015,STANDING
-0.87,8.49,2.5,0.78,0.96999997,1.5999999,1767182188629,224834232127015,STANDING
-0.32999998,8.559999,2.6599998,0.76,0.98999995,1.54,1767182188649,224834252270921,STANDING
-0.32999998,8.559999,2.6599998,0.76,0.98999995,1.54,1767182188649,224834252270921,STANDING
0.14999999,8.13,2.2,0.7,1.11,1.4699999,1767182188669,224834272152328,STANDING
0.14999999,8.13,2.2,0.7,1.11,1.4699999,1767182188669,224834272152328,STANDING
0.08,8.25,2.44,0.55,1.14,1.41,1767182188689,224834292373890,STANDING
0.08,8.25,2.44,0.55,1.14,1.41,1767182188689,224834292373890,STANDING
0.39999998,8.34,2.72,0.61,1.02,1.27,1767182188709,224834312244307,STANDING
0.39999998,8.34,2.72,0.61,1.02,1.27,1767182188709,224834312244307,STANDING
-0.68,9.26,1.4599999,0.61,1.02,1.27,1767182188729,224834332169880,STANDING
-0.68,9.26,1.4599999,0.61,1.02,1.27,1767182188729,224834332169880,STANDING
-0.45999998,9.46,1.7199999,0.89,1.48,-0.02,1767182188751,224834352344932,STANDING
-0.45999998,9.46,1.7199999,0.89,1.48,-0.02,1767182188751,224834352344932,STANDING
-1.8199999,9.05,1.39,1.03,1.3299999,-0.65999997,1767182188789,224834392411911,STANDING
-1.8199999,9.05,1.39,1.03,1.3299999,-0.65999997,1767182188789,224834392411911,STANDING
-1.62,10.24,1.3299999,0.78,1.13,-0.96,1767182188811,224834412766078,STANDING
-1.62,10.24,1.3299999,0.78,1.13,-0.96,1767182188811,224834412766078,STANDING
-0.90999997,11.58,0.22999999,0.84,0.90999997,-0.29999998,1767182188835,224834433652640,STANDING
-0.90999997,11.58,0.22999999,0.84,0.90999997,-0.29999998,1767182188835,224834433652640,STANDING
-0.099999994,9.969999,0.52,0.91999996,0.84999996,-0.14999999,1767182188856,224834452982015,STANDING
-0.099999994,9.969999,0.52,0.91999996,0.84999996,-0.14999999,1767182188856,224834452982015,STANDING
0.84,9.179999,0.69,0.95,1.23,-0.55,1767182188876,224834478090036,STANDING
0.84,9.179999,0.69,0.95,1.23,-0.55,1767182188876,224834478090036,STANDING
0.56,7.45,-1.4399999,1.22,2.47,-1.37,1767182188899,224834502350453,STANDING
0.56,7.45,-1.4399999,1.22,2.47,-1.37,1767182188899,224834502350453,STANDING
-1.02,8.5,-0.56,1.3399999,2.6699998,-1.65,1767182188919,224834522317744,STANDING
-1.02,8.5,-0.56,1.3399999,2.6699998,-1.65,1767182188919,224834522317744,STANDING
-4.11,11.219999,-2.75,1.27,2.34,-1.54,1767182188949,224834552135869,STANDING
-4.11,11.219999,-2.75,1.27,2.34,-1.54,1767182188949,224834552135869,STANDING
-4.56,12.04,-2.11,0.96,2.79,-1.05,1767182188969,224834572484776,STANDING
-4.56,12.04,-2.11,0.96,2.79,-1.05,1767182188969,224834572484776,STANDING
-4.56,12.04,-2.11,0.31,1.9699999,-1.41,1767182188991,224834592114307,STANDING
-4.56,12.04,-2.11,0.31,1.9699999,-1.41,1767182188991,224834592114307,STANDING
-2.76,10.04,-2.26,0.31,1.9699999,-1.41,1767182189018,224834612201130,STANDING
-2.76,10.04,-2.26,0.31,1.9699999,-1.41,1767182189018,224834612201130,STANDING
-3.79,9.429999,-2.02,-0.06,1.56,-2.37,1767182189049,224834652130140,STANDING
-3.79,9.429999,-2.02,-0.06,1.56,-2.37,1767182189049,224834652130140,STANDING
-3.9199998,9.2,-2.7,0.13,1.35,-2.3999999,1767182189070,224834673328317,STANDING
-3.9199998,9.2,-2.7,0.13,1.35,-2.3999999,1767182189070,224834673328317,STANDING
-4.3399997,8.75,-3.31,0.13,0.71,-1.75,1767182189118,224834718447067,STANDING
-4.3399997,8.75,-3.31,0.13,0.71,-1.75,1767182189118,224834718447067,STANDING
-4.49,9.4,-1.25,0.089999996,0.44,-1.7099999,1767182189151,224834753182848,STANDING
-4.49,9.4,-1.25,0.089999996,0.44,-1.7099999,1767182189151,224834753182848,STANDING
-5.18,8.41,-2.3999999,0.22999999,0.90999997,-1.9399999,1767182189189,224834792152588,STANDING
-5.18,8.41,-2.3999999,0.22999999,0.90999997,-1.9399999,1767182189189,224834792152588,STANDING
-5.96,7.71,-1.53,0.28,0.96999997,-2.1299999,1767182189211,224834813893109,STANDING
-5.96,7.71,-1.53,0.28,0.96999997,-2.1299999,1767182189211,224834813893109,STANDING
-6.54,6.8999996,-2.47,0.51,1.31,-2.32,1767182189239,224834842252640,STANDING
-6.54,6.8999996,-2.47,0.51,1.31,-2.32,1767182189239,224834842252640,STANDING
-6.1,6.87,-2.52,0.66999996,1.28,-2.25,1767182189263,224834862314671,STANDING
-6.1,6.87,-2.52,0.66999996,1.28,-2.25,1767182189263,224834862314671,STANDING
-6.29,6.68,-2.9099998,0.9,0.83,-1.76,1767182189289,224834892214567,STANDING
-6.29,6.68,-2.9099998,0.9,0.83,-1.76,1767182189289,224834892214567,STANDING
-6.5099998,6.0299997,-4.24,0.9,0.83,-1.76,1767182189309,224834912129984,STANDING
-6.5099998,6.0299997,-4.24,0.9,0.83,-1.76,1767182189309,224834912129984,STANDING
-6.5099998,6.0299997,-4.24,1.0,0.77,-1.5,1767182189329,224834932396130,STANDING
-6.5099998,6.0299997,-4.24,1.0,0.77,-1.5,1767182189329,224834932396130,STANDING
-7.2799997,5.68,-4.02,0.65,0.90999997,-1.22,1767182189350,224834953021390,STANDING
-7.2799997,5.68,-4.02,0.65,0.90999997,-1.22,1767182189350,224834953021390,STANDING
-6.89,5.2999997,-6.0899997,0.57,1.15,-1.23,1767182189390,224834992956442,STANDING
-6.89,5.2999997,-6.0899997,0.57,1.15,-1.23,1767182189390,224834992956442,STANDING
-7.18,5.3399997,-6.29,0.17,0.9,-1.1,1767182189411,224835012458161,STANDING
-7.18,5.3399997,-6.29,0.17,0.9,-1.1,1767182189411,224835012458161,STANDING
-7.3399997,4.69,-5.0699997,0.08,0.68,-0.88,1767182189457,224835033951911,STANDING
-7.3399997,4.69,-5.0699997,0.08,0.68,-0.88,1767182189457,224835033951911,STANDING
-6.94,4.63,-5.98,0.049999997,0.71,-0.39,1767182189490,224835092861546,STANDING
-6.94,4.63,-5.98,0.049999997,0.71,-0.39,1767182189490,224835092861546,STANDING
-6.97,4.61,-5.7999997,-0.099999994,0.089999996,0.07,1767182189511,224835114200661,STANDING
-6.97,4.61,-5.7999997,-0.099999994,0.089999996,0.07,1767182189511,224835114200661,STANDING
-5.9,5.0899997,-4.56,-0.28,-0.24,0.55,1767182189540,224835142946598,STANDING
-5.9,5.0899997,-4.56,-0.28,-0.24,0.55,1767182189540,224835142946598,STANDING
-5.8799996,5.33,-4.5,-0.16,-0.39999998,0.77,1767182189569,224835172083109,STANDING
-5.8799996,5.33,-4.5,-0.16,-0.39999998,0.77,1767182189569,224835172083109,STANDING
-5.97,5.5299997,-4.77,-0.16,-0.39999998,0.77,1767182189589,224835192274776,STANDING
-5.97,5.5299997,-4.77,-0.16,-0.39999998,0.77,1767182189589,224835192274776,STANDING
-6.21,5.41,-4.64,-0.07,0.11,-0.02,1767182189609,224835212123942,STANDING
-6.21,5.41,-4.64,-0.07,0.11,-0.02,1767182189609,224835212123942,STANDING
-6.74,5.18,-4.37,-0.07,0.11,-0.02,1767182189633,224835232185713,STANDING
-6.74,5.18,-4.37,-0.07,0.11,-0.02,1767182189633,224835232185713,STANDING
-6.58,5.21,-4.67,0.04,0.45999998,-0.13,1767182189655,224835257020296,STANDING
-6.58,5.21,-4.67,0.04,0.45999998,-0.13,1767182189655,224835257020296,STANDING
-6.44,5.17,-5.27,0.099999994,0.44,-0.03,1767182189683,224835282261442,STANDING
-6.44,5.17,-5.27,0.099999994,0.44,-0.03,1767182189683,224835282261442,STANDING
-6.48,5.15,-4.98,0.099999994,0.44,-0.03,1767182189709,224835312218786,STANDING
-6.48,5.15,-4.98,0.099999994,0.44,-0.03,1767182189709,224835312218786,STANDING
-6.16,5.5899997,-4.67,-0.06,0.08,0.39,1767182189729,224835332157744,STANDING
-6.16,5.5899997,-4.67,-0.06,0.08,0.39,1767182189729,224835332157744,STANDING
-6.0299997,5.7999997,-5.13,-0.07,0.06,0.5,1767182189749,224835352183786,STANDING
-6.0299997,5.7999997,-5.13,-0.07,0.06,0.5,1767182189749,224835352183786,STANDING
-6.2599998,5.5099998,-5.33,0.03,0.26,0.21,1767182189769,224835372155505,STANDING
-6.2599998,5.5099998,-5.33,0.03,0.26,0.21,1767182189769,224835372155505,STANDING
-6.37,5.2599998,-5.04,0.08,0.16,0.12,1767182189795,224835398406910,STANDING
-6.37,5.2599998,-5.04,0.08,0.16,0.12,1767182189795,224835398406910,STANDING
-6.41,5.52,-4.93,-0.049999997,-0.22999999,0.5,1767182189830,224835432490192,STANDING
-6.41,5.52,-4.93,-0.049999997,-0.22999999,0.5,1767182189830,224835432490192,STANDING
-6.5299997,5.94,-5.0299997,-0.11,-0.39999998,0.76,1767182189852,224835452735505,STANDING
-6.5299997,5.94,-5.0299997,-0.11,-0.39999998,0.76,1767182189852,224835452735505,STANDING
-5.62,6.73,-4.2599998,-0.17,-0.52,0.90999997,1767182189889,224835492156755,STANDING
-5.62,6.73,-4.2599998,-0.17,-0.52,0.90999997,1767182189889,224835492156755,STANDING
-5.16,6.79,-4.47,-0.17999999,-0.61,1.03,1767182189909,224835512242953,STANDING
-5.16,6.79,-4.47,-0.17999999,-0.61,1.03,1767182189909,224835512242953,STANDING
-5.6299996,6.5499997,-5.0499997,-0.13,-0.42,0.78,1767182189929,224835532147536,STANDING
-5.6299996,6.5499997,-5.0499997,-0.13,-0.42,0.78,1767182189929,224835532147536,STANDING
-5.95,6.3399997,-5.18,-0.07,-0.5,0.48,1767182189954,224835552912223,STANDING
-5.95,6.3399997,-5.18,-0.07,-0.5,0.48,1767182189954,224835552912223,STANDING
-5.38,6.75,-4.2599998,-0.26,-1.5,1.14,1767182189989,224835592143942,STANDING
-5.38,6.75,-4.2599998,-0.26,-1.5,1.14,1767182189989,224835592143942,STANDING
-4.5699997,6.83,-4.37,-0.65999997,-2.82,2.45,1767182190010,224835612532067,STANDING
-4.5699997,6.83,-4.37,-0.65999997,-2.82,2.45,1767182190010,224835612532067,STANDING
-3.4199998,7.49,-3.1,-0.96999997,-4.15,3.08,1767182190049,224835652379567,STANDING
-3.4199998,7.49,-3.1,-0.96999997,-4.15,3.08,1767182190049,224835652379567,STANDING
-4.1,7.7599998,-0.96999997,-1.4699999,-4.8199997,3.21,1767182190069,224835672482536,STANDING
-4.1,7.7599998,-0.96999997,-1.4699999,-4.8199997,3.21,1767182190069,224835672482536,STANDING
-3.98,8.08,-0.35,-2.53,-5.6,3.58,1767182190089,224835692217536,STANDING
-3.98,8.08,-0.35,-2.53,-5.6,3.58,1767182190089,224835692217536,STANDING
-4.3399997,9.599999,0.79999995,-2.6599998,-5.52,3.49,1767182190113,224835715606390,STANDING
-4.3399997,9.599999,0.79999995,-2.6599998,-5.52,3.49,1767182190113,224835715606390,STANDING
-3.09,9.2699995,2.86,-2.6499999,-5.0499997,3.35,1767182190154,224835752403421,STANDING
-3.09,9.2699995,2.86,-2.6499999,-5.0499997,3.35,1767182190154,224835752403421,STANDING
-3.09,9.2699995,2.86,-2.57,-4.35,3.1299999,1767182190176,224835772538213,STANDING
-3.09,9.2699995,2.86,-2.57,-4.35,3.1299999,1767182190176,224835772538213,STANDING
-0.28,8.48,3.6699998,-2.4199998,-2.59,2.3799999,1767182190209,224835812184463,STANDING
-0.28,8.48,3.6699998,-2.4199998,-2.59,2.3799999,1767182190209,224835812184463,STANDING
-0.28,8.48,3.6699998,-2.33,-2.26,2.1599998,1767182190229,224835832088734,STANDING
-0.28,8.48,3.6699998,-2.33,-2.26,2.1599998,1767182190229,224835832088734,STANDING
0.52,7.81,4.24,-2.33,-2.26,2.1599998,1767182190249,224835852431182,STANDING
0.52,7.81,4.24,-2.33,-2.26,2.1599998,1767182190249,224835852431182,STANDING
1.63,7.66,5.31,-2.6299999,-2.27,1.99,1767182190269,224835872233734,STANDING
1.63,7.66,5.31,-2.6299999,-2.27,1.99,1767182190269,224835872233734,STANDING
3.01,8.48,9.74,-2.6299999,-2.27,1.99,1767182190291,224835892568890,STANDING
3.01,8.48,9.74,-2.6299999,-2.27,1.99,1767182190291,224835892568890,STANDING
0.52,7.9199996,6.5,-1.52,-0.04,-0.29,1767182190319,224835922098057,STANDING
0.52,7.9199996,6.5,-1.52,-0.04,-0.29,1767182190319,224835922098057,STANDING
0.0,7.2799997,6.99,-0.52,-0.08,-0.85999995,1767182190346,224835942998786,STANDING
0.0,7.2799997,6.99,-0.52,-0.08,-0.85999995,1767182190346,224835942998786,STANDING
-0.22,7.94,6.2799997,-0.14999999,-0.64,0.0,1767182190372,224835973785712,STANDING
-0.22,7.94,6.2799997,-0.14999999,-0.64,0.0,1767182190372,224835973785712,STANDING
0.19,8.37,5.7999997,-0.099999994,-0.87,0.37,1767182190392,224835994147898,STANDING
0.19,8.37,5.7999997,-0.099999994,-0.87,0.37,1767182190392,224835994147898,STANDING
0.76,8.059999,5.83,-0.26999998,-0.66999996,0.32999998,1767182190419,224836022161754,STANDING
0.76,8.059999,5.83,-0.26999998,-0.66999996,0.32999998,1767182190419,224836022161754,STANDING
0.71999997,8.2,5.67,-0.26999998,-0.48999998,0.26,1767182190441,224836042375921,STANDING
0.71999997,8.2,5.67,-0.26999998,-0.48999998,0.26,1767182190441,224836042375921,STANDING
0.45,8.07,5.99,-0.21,-0.25,0.04,1767182190470,224836072563629,STANDING
0.45,8.07,5.99,-0.21,-0.25,0.04,1767182190470,224836072563629,STANDING
1.54,7.81,5.72,-0.08,-0.35999998,0.12,1767182190510,224836112173160,STANDING
1.54,7.81,5.72,-0.08,-0.35999998,0.12,1767182190510,224836112173160,STANDING
1.54,7.81,5.72,-0.04,-0.35999998,0.28,1767182190531,224836132145035,STANDING
1.54,7.81,5.72,-0.04,-0.35999998,0.28,1767182190531,224836132145035,STANDING
1.25,7.7999997,6.02,-0.11,-0.21,0.08,1767182190569,224836172232223,STANDING
1.25,7.7999997,6.02,-0.11,-0.21,0.08,1767182190569,224836172232223,STANDING
1.25,7.7999997,6.02,-0.12,-0.21,-0.13,1767182190589,224836192257848,STANDING
1.25,7.7999997,6.02,-0.12,-0.21,-0.13,1767182190589,224836192257848,STANDING
1.0,7.69,6.35,-0.12,-0.21,-0.13,1767182190610,224836213571285,STANDING
1.0,7.69,6.35,-0.12,-0.21,-0.13,1767182190610,224836213571285,STANDING
1.4,7.48,6.31,-0.049999997,-0.12,-0.049999997,1767182190645,224836242425035,STANDING
1.4,7.48,6.31,-0.049999997,-0.12,-0.049999997,1767182190645,224836242425035,STANDING
1.26,7.56,5.79,0.099999994,-0.19,0.0,1767182190669,224836272137900,STANDING
1.26,7.56,5.79,0.099999994,-0.19,0.0,1767182190669,224836272137900,STANDING
1.39,7.87,5.8199997,0.099999994,-0.19,0.0,1767182190690,224836292542796,STANDING
1.39,7.87,5.8199997,0.099999994,-0.19,0.0,1767182190690,224836292542796,STANDING
